CNT,ST004D01T,ST250Q01JA,ST250Q02JA,ST250Q03JA,ST250Q04JA,HISCED,ICTRES,ESCS,PV1MATH,PV1READ,PV1SCIE
ARG,2.0,1.0,1.0,1.0,1.0,10.0,-0.3406,0.2517,279.169,285.431,283.313
ARG,1.0,2.0,2.0,2.0,1.0,3.0,-3.2911,-2.7647,393.847,532.505,422.289
ARG,1.0,1.0,1.0,1.0,1.0,7.0,2.4503,1.1711,436.478,432.778,471.37
ARG,1.0,1.0,2.0,1.0,1.0,9.0,-1.1869,0.5196,357.513,402.178,303.441
ARG,2.0,2.0,1.0,1.0,1.0,5.0,1.5959,-1.0915,320.753,351.691,335.072
ARG,2.0,2.0,1.0,1.0,1.0,5.0,0.0346,-1.2739,379.721,441.252,378.192
ARG,2.0,2.0,2.0,2.0,2.0,5.0,-3.0492,-2.2086,305.85,370.262,330.199
ARG,1.0,1.0,1.0,1.0,1.0,2.0,-1.218,-2.1279,223.286,251.37,225.138
ARG,2.0,1.0,2.0,2.0,2.0,2.0,-3.1199,-2.9781,287.072,192.157,281.88
ARG,1.0,2.0,1.0,2.0,1.0,9.0,-0.2156,0.5646,358.759,414.059,388.801
ARG,1.0,1.0,1.0,1.0,1.0,8.0,0.7212,0.9978,472.642,419.486,438.659
ARG,2.0,1.0,1.0,2.0,1.0,8.0,-0.5452,0.1165,409.299,469.899,447.758
ARG,1.0,2.0,1.0,2.0,1.0,10.0,-0.857,0.0649,379.367,403.22,432.53
ARG,2.0,1.0,1.0,1.0,1.0,8.0,-0.3401,0.4044,492.118,549.603,453.151
ARG,1.0,1.0,1.0,1.0,1.0,2.0,-1.1127,-2.0535,370.593,418.523,385.153
ARG,1.0,1.0,1.0,1.0,1.0,3.0,-0.3127,-1.1277,510.799,482.034,571.28
ARG,2.0,2.0,2.0,2.0,2.0,6.0,-4.1179,-1.0616,322.587,398.704,379.728
ARG,1.0,1.0,1.0,1.0,1.0,6.0,-1.1276,-1.4037,371.175,420.538,409.684
ARG,2.0,1.0,2.0,2.0,1.0,2.0,-2.5572,-2.8194,333.119,301.582,339.566
ARG,2.0,2.0,2.0,2.0,1.0,6.0,-1.9303,-1.0484,542.378,567.699,537.434
ARG,1.0,1.0,1.0,2.0,1.0,6.0,-0.4928,-0.9385,397.282,457.329,523.687
ARG,1.0,1.0,1.0,1.0,1.0,6.0,0.2198,-0.381,515.885,496.181,600.028
ARG,2.0,1.0,1.0,1.0,1.0,10.0,-1.3143,-0.4572,391.514,470.254,386.811
ARG,1.0,1.0,1.0,1.0,1.0,9.0,0.5309,0.9832,446.79,408.165,421.448
ARG,2.0,1.0,2.0,2.0,1.0,7.0,-2.8513,-1.8494,288.337,393.762,277.736
ARG,1.0,2.0,2.0,1.0,1.0,9.0,-1.2595,-0.1879,431.011,436.065,429.808
ARG,1.0,2.0,1.0,1.0,1.0,8.0,-0.3838,0.3018,349.437,346.824,363.271
ARG,1.0,1.0,1.0,1.0,1.0,6.0,-0.5994,-0.8384,412.559,535.546,455.095
ARG,1.0,1.0,1.0,1.0,1.0,5.0,-0.6623,-1.1779,366.026,404.707,430.393
ARG,2.0,2.0,1.0,1.0,1.0,7.0,-1.164,-0.4004,318.242,300.762,282.539
ARG,1.0,2.0,1.0,2.0,1.0,3.0,-0.7585,-1.4623,319.566,341.7,367.795
ARG,1.0,1.0,1.0,1.0,1.0,10.0,0.9188,1.4258,346.354,376.78,442.595
ARG,1.0,1.0,2.0,2.0,1.0,7.0,-1.6241,-0.4302,314.788,318.3,347.157
ARG,2.0,1.0,2.0,2.0,1.0,6.0,-2.1337,-1.7369,362.161,351.0,289.084
ARG,2.0,2.0,1.0,1.0,1.0,10.0,0.4451,0.9946,594.254,624.384,589.083
ARG,2.0,1.0,1.0,2.0,1.0,5.0,-1.6929,-1.4525,320.643,301.255,331.696
ARG,1.0,1.0,2.0,2.0,2.0,9.0,-3.046,-0.8149,309.32,298.995,292.145
ARG,2.0,1.0,2.0,2.0,1.0,7.0,-3.4908,-1.5986,329.087,375.661,360.586
ARG,2.0,1.0,2.0,1.0,1.0,8.0,-1.6738,-0.0366,488.846,437.966,524.343
ARG,1.0,1.0,1.0,1.0,1.0,5.0,-0.5208,-1.4285,365.059,344.741,344.956
ARG,1.0,1.0,1.0,1.0,1.0,10.0,-0.5987,0.8535,395.656,361.619,382.423
ARG,1.0,1.0,1.0,1.0,1.0,8.0,-0.8127,0.4431,373.474,401.451,440.75
ARG,1.0,1.0,1.0,1.0,1.0,8.0,0.4131,0.9991,491.321,662.884,480.853
ARG,2.0,1.0,1.0,1.0,1.0,10.0,1.111,1.6868,365.292,453.168,457.417
ARG,2.0,1.0,1.0,1.0,1.0,10.0,0.7212,0.8001,502.727,514.627,538.889
ARG,1.0,2.0,1.0,1.0,1.0,6.0,0.1736,-0.4665,355.057,522.802,453.35
ARG,2.0,1.0,1.0,1.0,1.0,10.0,1.6732,1.0254,463.822,526.017,482.568
ARG,2.0,1.0,1.0,2.0,1.0,3.0,-0.5825,-0.9553,223.554,353.541,256.995
ARG,2.0,1.0,2.0,2.0,1.0,7.0,-1.7137,-1.3108,401.576,443.935,413.37
ARG,1.0,1.0,2.0,2.0,1.0,6.0,-1.8173,-0.8318,313.172,340.953,364.756
ARG,1.0,2.0,1.0,1.0,1.0,8.0,-0.1115,-0.37,426.225,468.906,450.695
ARG,1.0,2.0,2.0,2.0,1.0,2.0,-2.667,-2.6413,449.616,504.787,461.043
ARG,2.0,1.0,2.0,,1.0,6.0,-1.1049,-0.5054,301.542,277.918,299.144
ARG,1.0,1.0,1.0,2.0,1.0,9.0,0.6099,1.0934,527.17,535.859,556.793
ARG,2.0,2.0,2.0,1.0,1.0,5.0,-0.3629,-0.1266,422.892,439.308,464.95
ARG,2.0,2.0,2.0,2.0,1.0,5.0,-2.1653,-1.9624,450.397,411.768,585.17
ARG,1.0,2.0,1.0,1.0,1.0,8.0,-0.1538,0.1493,379.424,432.686,356.434
ARG,2.0,2.0,2.0,1.0,1.0,2.0,-2.3442,-2.9031,371.732,309.927,361.746
ARG,2.0,1.0,1.0,1.0,1.0,9.0,0.6583,0.0392,490.657,532.754,537.911
ARG,1.0,1.0,1.0,1.0,1.0,10.0,-0.5987,0.7539,529.199,482.416,545.387
ARG,2.0,1.0,2.0,2.0,1.0,3.0,-1.9303,-1.7603,416.132,483.261,465.463
ARG,2.0,1.0,1.0,1.0,1.0,6.0,0.3282,-1.0576,368.303,438.691,394.699
ARG,1.0,2.0,2.0,2.0,1.0,3.0,-1.7137,-2.3946,370.543,359.119,429.303
ARG,1.0,1.0,1.0,1.0,1.0,1.0,0.4791,-2.9499,413.062,388.111,413.118
ARG,2.0,2.0,2.0,1.0,2.0,7.0,-3.6605,-1.9351,279.042,277.869,351.252
ARG,2.0,1.0,1.0,1.0,1.0,10.0,0.9135,1.351,440.677,487.249,504.773
ARG,1.0,1.0,1.0,1.0,1.0,9.0,0.9762,0.7639,315.958,264.909,251.256
ARG,1.0,2.0,1.0,1.0,1.0,6.0,-0.2991,-0.9403,356.383,430.703,367.865
ARG,1.0,2.0,2.0,1.0,1.0,9.0,-1.4861,-0.8655,459.35,437.798,432.777
ARG,2.0,1.0,2.0,2.0,2.0,10.0,-3.2183,-1.1383,350.562,340.891,377.746
ARG,2.0,1.0,1.0,2.0,1.0,3.0,0.4773,-1.7712,356.965,496.27,368.605
ARG,1.0,1.0,1.0,1.0,1.0,8.0,0.0346,1.0684,487.189,563.958,484.464
ARG,1.0,2.0,1.0,1.0,1.0,10.0,0.8079,1.5394,470.453,583.728,549.395
ARG,2.0,1.0,1.0,1.0,1.0,8.0,-0.1532,0.486,419.876,288.274,374.707
ARG,2.0,1.0,1.0,1.0,1.0,10.0,0.8358,-0.1725,365.564,404.45,358.992
ARG,2.0,1.0,1.0,1.0,1.0,10.0,-0.9528,-0.3344,318.781,342.573,338.471
ARG,2.0,,,,,,,,352.35,376.105,357.282
ARG,2.0,1.0,1.0,1.0,2.0,8.0,-1.8702,-0.1099,411.663,507.737,380.845
ARG,2.0,1.0,1.0,1.0,1.0,5.0,0.5365,-0.7074,383.208,362.548,448.49
ARG,1.0,2.0,1.0,1.0,1.0,10.0,0.3063,0.9437,441.654,427.808,396.074
ARG,2.0,1.0,1.0,2.0,1.0,6.0,-0.3602,-1.0521,293.038,304.967,330.998
ARG,1.0,2.0,1.0,1.0,1.0,9.0,0.3598,0.7749,461.067,538.363,459.304
ARG,1.0,1.0,1.0,1.0,1.0,8.0,0.0346,0.8787,445.054,419.746,509.74
ARG,1.0,2.0,1.0,1.0,1.0,8.0,-0.3537,-0.1451,296.515,358.321,385.468
ARG,2.0,1.0,1.0,1.0,1.0,10.0,-0.2932,0.4919,508.072,566.72,478.735
ARG,2.0,2.0,1.0,1.0,1.0,6.0,-0.8131,-1.1906,360.483,479.327,466.351
ARG,1.0,1.0,,,1.0,10.0,-1.335,-1.0876,267.997,232.947,252.192
ARG,2.0,1.0,1.0,1.0,1.0,5.0,0.0346,-0.6089,332.356,312.261,310.436
ARG,1.0,1.0,1.0,1.0,1.0,10.0,0.2873,1.0224,318.699,219.503,391.75
ARG,1.0,1.0,1.0,2.0,1.0,2.0,-0.3689,-2.0841,317.491,391.986,505.837
ARG,2.0,1.0,1.0,1.0,1.0,3.0,-1.4013,-1.5072,385.671,450.357,460.469
ARG,1.0,1.0,1.0,2.0,1.0,7.0,-0.5825,-0.749,366.85,436.261,377.307
ARG,1.0,2.0,1.0,1.0,1.0,10.0,-0.1115,1.273,474.674,522.438,466.441
ARG,2.0,2.0,2.0,2.0,2.0,8.0,-1.2695,-0.8974,325.002,395.674,366.02
ARG,1.0,2.0,2.0,1.0,1.0,9.0,-1.1515,-0.4444,398.205,464.764,460.705
ARG,2.0,2.0,2.0,2.0,1.0,5.0,-1.6065,-0.9255,420.374,466.775,560.009
ARG,1.0,2.0,1.0,1.0,1.0,5.0,0.1927,-1.2184,431.716,465.601,392.354
ARG,2.0,2.0,1.0,2.0,1.0,8.0,0.5971,0.8501,498.808,691.575,682.892
ARG,1.0,1.0,1.0,1.0,1.0,5.0,1.721,-0.4183,390.638,447.529,352.289
ARG,1.0,2.0,2.0,1.0,1.0,5.0,-1.4112,-1.6313,384.304,547.731,453.883
ARG,1.0,,,,1.0,3.0,-2.2681,-2.2681,348.889,435.566,334.804
ARG,2.0,1.0,2.0,2.0,1.0,5.0,-2.5572,-2.0419,364.018,324.314,462.741
ARG,2.0,1.0,1.0,1.0,1.0,8.0,1.3455,1.2681,514.342,500.195,468.075
ARG,1.0,2.0,2.0,1.0,1.0,10.0,-1.2849,0.4384,429.711,585.95,502.286
ARG,2.0,2.0,1.0,1.0,1.0,6.0,-1.344,-1.2572,429.865,380.006,463.91
ARG,1.0,1.0,1.0,1.0,1.0,10.0,0.4658,1.1292,482.416,484.071,614.268
ARG,1.0,1.0,1.0,1.0,1.0,8.0,0.4646,0.3818,371.598,450.315,379.738
ARG,1.0,2.0,2.0,2.0,1.0,6.0,-1.5498,-1.5928,302.447,481.997,368.926
ARG,2.0,,1.0,,,3.0,-0.3677,-1.8303,179.137,265.381,218.536
ARG,2.0,2.0,1.0,1.0,1.0,6.0,-0.5155,-1.0041,410.625,439.409,416.992
ARG,2.0,1.0,1.0,1.0,1.0,5.0,-1.0409,-1.0199,501.834,563.48,573.002
ARG,2.0,1.0,1.0,2.0,1.0,9.0,-0.5825,0.8389,575.156,562.486,533.327
ARG,2.0,1.0,2.0,2.0,1.0,3.0,-2.1954,-2.1375,374.008,461.423,440.423
ARG,2.0,2.0,1.0,1.0,1.0,9.0,-0.0415,-0.0992,412.912,333.971,393.152
ARG,2.0,1.0,1.0,1.0,1.0,5.0,-0.647,-0.981,468.95,476.855,415.274
ARG,1.0,2.0,1.0,1.0,1.0,7.0,-1.0539,-0.6241,453.583,544.423,573.526
ARG,2.0,1.0,,,1.0,,,,362.486,334.814,362.624
ARG,1.0,1.0,1.0,1.0,1.0,10.0,-0.8663,1.1029,464.357,525.643,479.62
ARG,1.0,,,,,,,,382.436,365.015,423.703
ARG,1.0,1.0,2.0,2.0,2.0,10.0,-2.8934,-1.1625,310.9,248.601,303.516
ARG,2.0,2.0,1.0,1.0,1.0,5.0,0.1736,-0.1589,380.131,370.583,386.67
ARG,2.0,1.0,1.0,2.0,1.0,6.0,-0.5943,-0.8963,389.133,370.056,394.544
ARG,2.0,1.0,1.0,2.0,1.0,8.0,-0.8288,-0.4525,363.631,386.816,438.321
ARG,2.0,1.0,1.0,1.0,1.0,5.0,-0.6973,-1.1758,310.436,244.847,300.531
ARG,1.0,1.0,2.0,1.0,1.0,5.0,-0.308,-1.1885,464.608,441.163,453.551
ARG,2.0,2.0,1.0,1.0,1.0,8.0,-0.9724,-0.6192,380.442,516.151,409.568
ARG,2.0,1.0,,,,2.0,-2.0244,-2.6357,399.252,406.426,452.11
ARG,1.0,1.0,1.0,1.0,1.0,6.0,0.1459,-0.0843,450.453,467.34,447.942
ARG,2.0,1.0,1.0,1.0,1.0,10.0,-0.7802,-0.4113,370.841,351.326,299.294
ARG,2.0,1.0,1.0,1.0,1.0,8.0,-0.3185,-0.3217,428.984,432.557,451.717
ARG,2.0,1.0,1.0,2.0,1.0,5.0,-2.1539,-0.7133,433.505,350.488,445.025
ARG,2.0,1.0,1.0,1.0,1.0,10.0,-0.0131,0.0476,380.421,282.373,334.572
ARG,2.0,2.0,2.0,1.0,1.0,9.0,-1.5577,-1.1747,366.89,379.627,319.294
ARG,2.0,1.0,2.0,2.0,1.0,10.0,-0.7424,-0.5729,336.153,361.059,330.596
ARG,1.0,1.0,1.0,1.0,1.0,8.0,0.5103,1.2526,397.326,450.637,412.182
ARG,2.0,2.0,2.0,2.0,1.0,10.0,-1.1068,-0.7804,338.96,331.881,362.54
ARG,2.0,2.0,1.0,2.0,1.0,7.0,-1.2201,0.2842,403.381,556.744,466.211
ARG,1.0,2.0,2.0,2.0,1.0,3.0,-1.3001,-2.3374,323.287,401.385,385.239
ARG,2.0,1.0,1.0,2.0,1.0,8.0,-0.5752,0.3767,506.633,423.003,492.176
ARG,1.0,1.0,1.0,1.0,1.0,9.0,-0.6555,0.5501,256.947,265.183,294.641
ARG,1.0,1.0,1.0,1.0,1.0,5.0,-0.5987,-0.9237,428.103,536.592,509.114
ARG,2.0,1.0,1.0,1.0,1.0,7.0,-0.9528,-0.1281,351.242,398.776,382.856
ARG,2.0,2.0,1.0,1.0,1.0,7.0,-1.1315,-0.4964,410.489,423.103,318.36
ARG,1.0,1.0,1.0,1.0,1.0,10.0,0.5462,1.0532,364.943,376.658,360.214
ARG,2.0,1.0,1.0,1.0,1.0,10.0,1.3988,1.2616,492.268,387.338,524.73
ARG,1.0,2.0,2.0,1.0,1.0,3.0,-0.9461,-2.2546,325.078,435.902,326.187
ARG,1.0,1.0,1.0,2.0,1.0,1.0,-2.4753,-3.4675,236.841,343.128,370.952
ARG,2.0,1.0,1.0,1.0,1.0,9.0,-0.8708,0.601,403.725,408.825,395.955
ARG,2.0,1.0,2.0,1.0,1.0,10.0,-0.4831,0.4753,473.639,471.233,519.565
ARG,1.0,2.0,1.0,1.0,1.0,5.0,-0.4716,-1.4993,296.052,273.335,297.508
ARG,2.0,1.0,1.0,1.0,1.0,10.0,-0.648,0.7206,358.24,396.823,417.482
ARG,2.0,1.0,1.0,1.0,1.0,10.0,0.7727,1.3206,610.839,612.13,570.269
ARG,2.0,1.0,2.0,2.0,1.0,3.0,-0.8136,-1.8298,328.613,353.276,353.479
ARG,2.0,1.0,2.0,1.0,1.0,6.0,-1.4861,-1.7457,428.34,355.2,419.997
ARG,2.0,2.0,2.0,2.0,2.0,2.0,-3.2189,-3.0422,312.554,336.308,353.621
ARG,1.0,2.0,2.0,2.0,2.0,3.0,-2.04,-2.0284,435.968,531.256,459.157
ARG,1.0,1.0,1.0,1.0,1.0,10.0,0.0346,0.1355,396.804,457.716,368.051
ARG,2.0,2.0,2.0,2.0,1.0,8.0,-2.2561,-0.2138,347.592,319.98,366.295
ARG,1.0,,,,,9.0,,-2.3633,267.663,218.433,318.09
ARG,2.0,1.0,1.0,1.0,1.0,9.0,0.1701,0.4259,430.025,331.979,442.019
ARG,2.0,2.0,1.0,1.0,2.0,5.0,-1.915,-1.9277,375.606,278.459,348.256
ARG,1.0,1.0,1.0,1.0,1.0,10.0,0.5748,0.175,456.571,517.339,481.159
ARG,1.0,1.0,1.0,1.0,1.0,5.0,-1.1999,-1.6167,208.66,268.375,266.922
ARG,2.0,,,,,,,,386.689,463.565,401.85
ARG,1.0,1.0,1.0,1.0,1.0,10.0,0.578,0.8096,301.724,447.738,365.76
ARG,1.0,2.0,1.0,1.0,1.0,6.0,-1.0061,-1.4054,442.906,438.172,471.03
ARG,1.0,1.0,1.0,1.0,1.0,8.0,0.5309,0.5387,396.221,398.493,428.966
ARG,1.0,1.0,1.0,1.0,1.0,8.0,0.5748,1.203,445.677,494.298,490.618
ARG,1.0,1.0,1.0,,1.0,8.0,-2.0467,-0.9804,292.907,228.915,294.832
ARG,1.0,2.0,2.0,2.0,1.0,5.0,-1.9268,-1.886,353.138,411.877,310.553
ARG,2.0,1.0,1.0,2.0,1.0,,-1.3282,,390.485,479.425,371.523
ARG,1.0,1.0,1.0,1.0,1.0,9.0,0.1296,0.8249,394.381,451.059,486.413
ARG,1.0,1.0,1.0,1.0,1.0,10.0,-0.4132,0.6291,404.98,454.365,416.91
ARG,2.0,1.0,1.0,2.0,1.0,10.0,2.0912,0.3528,496.506,426.766,539.112
ARG,2.0,2.0,2.0,2.0,1.0,6.0,-2.0131,-1.9178,406.381,364.435,519.925
ARG,2.0,2.0,1.0,2.0,1.0,3.0,-0.987,-1.5414,394.053,379.152,400.118
ARG,2.0,2.0,1.0,1.0,1.0,3.0,-0.8173,-1.5166,335.684,319.721,359.903
ARG,1.0,1.0,2.0,1.0,1.0,7.0,-1.5685,-1.2891,361.497,493.308,408.814
ARG,1.0,2.0,1.0,1.0,1.0,,-1.2768,,436.097,440.841,449.665
ARG,1.0,2.0,1.0,1.0,1.0,6.0,-0.347,-0.8625,345.657,483.244,351.14
ARG,2.0,,,,,,,,362.616,370.519,389.217
ARG,2.0,2.0,1.0,2.0,1.0,5.0,-1.4456,-1.0734,306.403,273.881,308.691
ARG,2.0,2.0,1.0,1.0,1.0,8.0,-0.5617,-0.1567,426.077,364.352,405.858
ARG,2.0,1.0,1.0,1.0,1.0,10.0,0.8328,-0.2134,328.276,403.723,415.465
ARG,2.0,2.0,2.0,2.0,1.0,3.0,-2.132,-2.198,375.879,370.889,445.813
ARG,2.0,1.0,1.0,1.0,1.0,10.0,0.7212,1.1378,559.436,524.871,596.78
ARG,2.0,2.0,1.0,2.0,1.0,6.0,-0.7194,-0.1976,366.135,307.934,390.335
ARG,1.0,2.0,1.0,1.0,1.0,6.0,0.0346,-0.9063,519.257,482.495,520.765
ARG,2.0,1.0,1.0,1.0,1.0,8.0,-1.5319,0.0206,304.589,262.282,335.071
ARG,1.0,2.0,2.0,1.0,2.0,7.0,-2.3718,-1.6436,415.592,357.008,391.043
ARG,1.0,2.0,1.0,1.0,1.0,10.0,-0.648,0.7894,424.792,518.513,482.539
ARG,2.0,1.0,1.0,1.0,1.0,10.0,-0.3895,1.2049,509.528,388.615,497.855
ARG,1.0,1.0,1.0,1.0,1.0,10.0,-1.0539,-0.2512,395.608,443.187,475.24
ARG,1.0,,1.0,1.0,1.0,5.0,1.5101,0.4211,370.398,495.003,444.14
ARG,2.0,1.0,1.0,1.0,1.0,6.0,-0.6237,-0.746,611.685,586.779,647.5
ARG,2.0,2.0,1.0,1.0,1.0,8.0,0.5365,0.9463,515.522,544.342,592.662
ARG,1.0,1.0,1.0,1.0,1.0,7.0,-0.723,-0.3828,414.668,453.738,490.268
ARG,1.0,1.0,1.0,2.0,1.0,2.0,-1.0545,-2.2808,314.382,298.652,398.015
ARG,1.0,2.0,1.0,2.0,1.0,5.0,-1.4018,-1.6608,407.894,461.218,453.574
ARG,1.0,1.0,1.0,1.0,1.0,10.0,-0.4077,0.355,309.267,359.097,433.294
ARG,2.0,1.0,1.0,1.0,1.0,9.0,0.0346,0.6156,597.265,494.039,533.15
ARG,1.0,2.0,1.0,1.0,1.0,10.0,-0.3401,0.8329,381.761,386.701,348.202
ARG,1.0,1.0,1.0,1.0,1.0,3.0,0.2573,-1.1341,462.468,547.742,450.004
ARG,1.0,1.0,1.0,1.0,1.0,3.0,-1.5319,-2.1769,223.688,353.155,386.786
ARG,1.0,1.0,1.0,2.0,1.0,2.0,-1.3983,-2.7966,461.14,436.252,472.173
ARG,1.0,1.0,1.0,2.0,1.0,10.0,-1.3983,0.1053,381.282,444.434,370.718
ARG,2.0,1.0,1.0,2.0,1.0,8.0,-0.7809,0.0473,394.053,396.349,492.492
ARG,2.0,2.0,2.0,2.0,1.0,6.0,-2.0307,-1.6763,339.486,346.304,343.258
ARG,2.0,1.0,2.0,1.0,1.0,2.0,-1.4861,-2.4752,382.728,464.453,401.342
ARG,1.0,1.0,1.0,1.0,1.0,6.0,0.0346,-0.5051,332.424,442.189,390.813
ARG,1.0,1.0,2.0,2.0,1.0,2.0,-2.5472,-2.7713,346.512,301.273,302.988
ARG,2.0,1.0,1.0,,1.0,7.0,-0.7003,-0.9827,370.623,415.548,414.186
ARG,2.0,1.0,1.0,1.0,1.0,6.0,0.6829,-0.7365,308.622,318.991,394.825
ARG,2.0,1.0,1.0,1.0,1.0,7.0,-0.5617,-0.0377,526.387,630.618,494.612
ARG,1.0,1.0,2.0,2.0,2.0,2.0,-2.8934,-3.1293,359.174,409.117,412.589
ARG,1.0,2.0,1.0,1.0,1.0,3.0,-1.1757,-1.5162,318.425,377.103,323.628
ARG,1.0,1.0,1.0,1.0,1.0,3.0,-1.3589,-1.8399,430.016,388.458,405.437
ARG,1.0,1.0,1.0,1.0,1.0,3.0,-0.0354,-0.9308,399.832,353.104,485.669
ARG,2.0,1.0,1.0,2.0,2.0,10.0,-1.8109,-1.1718,347.289,319.156,323.524
ARG,1.0,2.0,2.0,2.0,1.0,3.0,-0.773,-2.0972,286.3,412.097,362.42
ARG,2.0,2.0,2.0,2.0,1.0,7.0,-2.3969,-1.1849,356.091,378.592,406.189
ARG,1.0,2.0,2.0,1.0,1.0,6.0,-1.0642,-1.5595,430.448,440.557,441.418
ARG,1.0,2.0,2.0,2.0,1.0,5.0,-1.4118,-1.6419,310.356,333.501,373.347
ARG,2.0,,,,,1.0,-3.0655,-4.3348,198.678,267.05,272.755
ARG,1.0,1.0,1.0,1.0,1.0,8.0,0.0346,0.9181,450.009,497.13,446.623
ARG,2.0,1.0,1.0,1.0,1.0,7.0,-1.1314,-0.7782,294.367,344.19,343.232
ARG,2.0,2.0,1.0,2.0,1.0,6.0,-0.7809,-0.5931,367.065,379.451,434.417
ARG,2.0,1.0,1.0,1.0,1.0,10.0,0.9642,0.6191,599.544,546.97,565.277
ARG,1.0,1.0,1.0,1.0,1.0,5.0,0.4061,0.2621,366.857,437.421,364.049
ARG,2.0,1.0,1.0,1.0,1.0,7.0,-0.4205,-0.0679,328.772,352.613,441.363
ARG,2.0,1.0,2.0,2.0,1.0,6.0,-1.2172,-0.9769,474.317,456.19,510.421
ARG,2.0,1.0,1.0,1.0,1.0,6.0,-0.8663,-0.1598,573.072,585.622,632.657
ARG,1.0,1.0,1.0,1.0,1.0,6.0,-1.2877,-1.6799,395.902,404.512,467.259
ARG,2.0,2.0,2.0,2.0,2.0,6.0,-3.8643,-1.9656,319.666,330.057,368.417
ARG,1.0,1.0,1.0,1.0,1.0,8.0,-0.3401,0.2745,416.871,499.795,461.689
ARG,2.0,1.0,1.0,,1.0,5.0,-0.1477,-1.5132,306.052,348.229,372.48
ARG,2.0,2.0,2.0,1.0,1.0,6.0,-2.088,-1.668,318.741,443.342,419.439
ARG,1.0,1.0,1.0,1.0,1.0,8.0,0.5489,0.2757,339.417,348.85,309.612
ARG,2.0,1.0,1.0,1.0,1.0,10.0,0.2198,1.4114,427.266,497.081,415.075
ARG,2.0,1.0,1.0,1.0,1.0,10.0,-0.1591,0.7683,453.035,591.573,511.301
ARG,1.0,,,,,,,,326.667,329.307,352.317
ARG,2.0,1.0,1.0,2.0,1.0,3.0,-0.6957,-1.7867,479.667,521.9,473.056
ARG,2.0,1.0,1.0,2.0,1.0,10.0,0.0594,0.6843,437.363,425.753,361.234
ARG,2.0,1.0,2.0,,1.0,2.0,-1.2207,-2.632,353.736,386.61,334.064
ARG,2.0,2.0,2.0,2.0,1.0,3.0,-2.1954,-1.7609,345.392,378.49,320.298
ARG,2.0,2.0,1.0,1.0,1.0,3.0,-0.2991,-1.8153,351.317,426.031,410.103
ARG,2.0,1.0,1.0,1.0,1.0,6.0,-0.4924,-0.8422,315.116,368.264,384.48
ARG,2.0,1.0,,1.0,,6.0,-0.4378,-1.0091,377.9,393.721,427.993
ARG,1.0,2.0,1.0,1.0,1.0,6.0,0.0346,-0.5851,486.361,579.582,518.371
ARG,1.0,1.0,1.0,2.0,1.0,10.0,-1.3332,-0.8183,315.251,305.077,278.377
ARG,1.0,2.0,1.0,1.0,1.0,7.0,-0.0696,-0.9411,314.848,341.481,365.754
ARG,1.0,1.0,1.0,1.0,1.0,2.0,-2.2808,-3.0941,290.423,324.134,286.284
ARG,2.0,1.0,2.0,2.0,1.0,6.0,-1.7029,-1.7371,427.095,352.29,455.677
ARG,2.0,,,,,,,,294.573,305.968,357.145
ARG,2.0,2.0,1.0,1.0,1.0,6.0,-0.173,-1.3121,391.569,429.779,418.418
ARG,1.0,1.0,1.0,1.0,1.0,9.0,-0.4797,1.051,470.159,495.519,506.671
ARG,2.0,1.0,1.0,1.0,1.0,8.0,0.6653,0.8527,305.941,365.228,373.503
ARG,2.0,1.0,2.0,2.0,1.0,6.0,-0.6036,-0.7374,361.872,316.218,452.318
ARG,1.0,1.0,1.0,2.0,1.0,6.0,0.2869,-1.05,345.507,353.744,374.408
ARG,1.0,1.0,1.0,2.0,1.0,5.0,-0.9934,-1.2072,466.914,409.076,497.278
ARG,1.0,2.0,1.0,1.0,1.0,7.0,-0.2991,0.0391,454.511,513.833,501.357
ARG,1.0,1.0,1.0,1.0,1.0,7.0,-0.8708,-0.0853,248.445,309.017,279.068
ARG,1.0,2.0,1.0,1.0,1.0,6.0,-1.9576,-1.7473,290.456,427.684,318.984
ARG,2.0,,1.0,,2.0,5.0,-1.5421,-1.573,272.301,154.532,256.684
ARG,1.0,1.0,1.0,1.0,1.0,10.0,0.7212,0.3038,554.607,532.547,535.058
ARG,2.0,1.0,1.0,1.0,1.0,10.0,-0.2711,0.6219,391.538,448.569,378.824
ARG,1.0,1.0,1.0,2.0,1.0,2.0,-1.1071,-2.2573,295.639,271.891,332.915
ARG,2.0,1.0,2.0,2.0,1.0,3.0,-1.8204,-2.3177,346.792,434.555,393.717
ARG,2.0,2.0,2.0,2.0,1.0,9.0,-1.3137,-0.8937,447.259,481.176,453.156
ARG,1.0,1.0,2.0,1.0,1.0,3.0,-1.4537,-2.0179,448.977,435.137,426.704
ARG,1.0,1.0,1.0,1.0,1.0,8.0,-0.5617,0.6846,492.561,469.426,440.079
ARG,2.0,1.0,2.0,1.0,1.0,5.0,-0.0818,-0.136,441.237,496.286,436.107
ARG,1.0,1.0,1.0,1.0,1.0,8.0,0.0346,0.766,334.324,370.9,357.827
ARG,1.0,1.0,2.0,2.0,1.0,2.0,-1.1684,-2.6113,369.317,344.857,403.16
ARG,2.0,2.0,2.0,2.0,1.0,9.0,-1.2172,0.3416,412.893,462.782,432.909
ARG,2.0,,,,,3.0,,,362.629,335.866,388.889
ARG,2.0,1.0,1.0,1.0,1.0,8.0,0.6754,1.3226,493.463,552.949,499.003
